transaction_id,account_id,transaction_date,amount,transaction_type,merchant,location,is_fraud,high_amount_flag,time_diff,rapid_txn_flag,prev_location,location_change_flag,fraud_flag,customer_id,balance,account_status,name,age,city,account_type,join_date
T0131,A050,2026-04-13 08:31:39,50314,Debit,Small PLC,West Chelseaview,0,True,,False,,False,True,C050,41961,Active,Gina Perry,42,South Dennis,Current,2021-10-16
T0569,A050,2026-04-14 03:47:21,3400,Credit,Adams-Smith,Kristineton,0,False,69342.0,False,West Chelseaview,False,False,C050,41961,Active,Gina Perry,42,South Dennis,Current,2021-10-16
T0271,A051,2026-01-11 10:09:52,58348,Credit,"Rogers, Roberts and Berger",Perryfort,0,True,,False,,False,True,C051,144656,Dormant,Tiffany Wallace,47,North Aliciaburgh,Savings,2026-01-09
T0683,A051,2026-01-22 08:42:27,27602,Credit,"Collins, Carroll and Kidd",Tinachester,0,False,945155.0,False,Perryfort,False,False,C051,144656,Dormant,Tiffany Wallace,47,North Aliciaburgh,Savings,2026-01-09
T0003,A051,2026-02-17 08:06:45,88164,Credit,"Howard, Wheeler and Guerrero",Lake Phillipbury,1,True,2244258.0,False,Tinachester,False,True,C051,144656,Dormant,Tiffany Wallace,47,North Aliciaburgh,Savings,2026-01-09
T0755,A051,2026-03-20 22:38:35,63870,Credit,"Barnes, Moss and Mills",Lake Robertville,0,True,2730710.0,False,Lake Phillipbury,False,True,C051,144656,Dormant,Tiffany Wallace,47,North Aliciaburgh,Savings,2026-01-09
T0410,A051,2026-03-27 13:13:59,15758,Credit,"Martinez, Cox and Zimmerman",Moodyfort,0,False,570924.0,False,Lake Robertville,False,False,C051,144656,Dormant,Tiffany Wallace,47,North Aliciaburgh,Savings,2026-01-09
T0279,A052,2026-01-10 15:10:28,17753,Credit,"Hess, Phillips and Mejia",Robinbury,0,False,,False,,False,False,C052,160488,Blocked,Terry Williams,54,Keithburgh,Current,2023-03-18
T0796,A052,2026-03-22 14:35:54,9957,Credit,"Dixon, Hoffman and Johnson",South Rhonda,0,False,6132326.0,False,Robinbury,False,False,C052,160488,Blocked,Terry Williams,54,Keithburgh,Current,2023-03-18
T0699,A052,2026-03-30 19:00:52,7869,Credit,Stokes-Mcdaniel,Pattersonhaven,0,False,707098.0,False,South Rhonda,False,False,C052,160488,Blocked,Terry Williams,54,Keithburgh,Current,2023-03-18
T0272,A052,2026-04-13 01:21:50,14749,Debit,"Turner, Hawkins and Hill",Jimmyton,0,False,1146058.0,False,Pattersonhaven,False,False,C052,160488,Blocked,Terry Williams,54,Keithburgh,Current,2023-03-18
T0942,A053,2026-01-29 21:52:42,76274,Debit,Nichols-Garza,Port Amymouth,1,True,,False,,False,True,C053,82203,Blocked,Amy Howard,48,Port Christineland,Current,2022-08-23
T0136,A053,2026-02-11 08:12:49,19462,Debit,Brown-Jones,New Joycemouth,0,False,1074007.0,False,Port Amymouth,False,False,C053,82203,Blocked,Amy Howard,48,Port Christineland,Current,2022-08-23
T0812,A053,2026-02-24 10:58:59,87178,Debit,"Henry, Berger and Perez",Courtneyland,0,True,1133170.0,False,New Joycemouth,False,True,C053,82203,Blocked,Amy Howard,48,Port Christineland,Current,2022-08-23
T0930,A053,2026-03-22 08:01:54,86045,Debit,Smith and Sons,Port Lisa,0,True,2235775.0,False,Courtneyland,False,True,C053,82203,Blocked,Amy Howard,48,Port Christineland,Current,2022-08-23
T0210,A053,2026-04-21 19:29:25,28919,Credit,"Ryan, Wilson and Cooper",East Sharonhaven,0,False,2633251.0,False,Port Lisa,False,False,C053,82203,Blocked,Amy Howard,48,Port Christineland,Current,2022-08-23
T0774,A054,2026-01-11 00:33:52,90676,Credit,"Spencer, Owens and Cox",Williamview,0,True,,False,,False,True,C054,37960,Blocked,Virginia Rice,27,Youngshire,Savings,2026-03-15
T0585,A054,2026-01-22 21:54:20,40721,Debit,"Barajas, Dillon and Taylor",South Victoria,0,False,1027228.0,False,Williamview,False,False,C054,37960,Blocked,Virginia Rice,27,Youngshire,Savings,2026-03-15
T0406,A054,2026-02-01 13:23:39,32036,Debit,Bradford PLC,Littleland,0,False,833359.0,False,South Victoria,False,False,C054,37960,Blocked,Virginia Rice,27,Youngshire,Savings,2026-03-15
T0028,A054,2026-04-21 09:23:13,85801,Credit,Grant PLC,North Nathan,0,True,6811174.0,False,Littleland,False,True,C054,37960,Blocked,Virginia Rice,27,Youngshire,Savings,2026-03-15
T0923,A055,2026-01-01 08:02:51,29618,Debit,Clayton-Reed,North Jademouth,0,False,,False,,False,False,C055,41557,Dormant,John Ramirez,34,Brettshire,Savings,2024-04-05
T0740,A055,2026-01-16 10:25:50,44484,Debit,Morgan-Hernandez,Gentryborough,0,False,1304579.0,False,North Jademouth,False,False,C055,41557,Dormant,John Ramirez,34,Brettshire,Savings,2024-04-05
T0133,A055,2026-01-30 08:28:02,59181,Credit,Brock and Sons,Wuhaven,1,True,1202532.0,False,Gentryborough,False,True,C055,41557,Dormant,John Ramirez,34,Brettshire,Savings,2024-04-05
T0358,A055,2026-03-01 03:59:13,36809,Debit,"Brown, Choi and Ward",Noblemouth,0,False,2575871.0,False,Wuhaven,False,False,C055,41557,Dormant,John Ramirez,34,Brettshire,Savings,2024-04-05
T0941,A055,2026-03-16 21:15:41,18994,Debit,"Shields, Duke and Lester",Davidview,0,False,1358188.0,False,Noblemouth,False,False,C055,41557,Dormant,John Ramirez,34,Brettshire,Savings,2024-04-05
T0194,A055,2026-03-27 07:38:26,39471,Debit,"Skinner, Morris and Humphrey",Thomasview,0,False,901365.0,False,Davidview,False,False,C055,41557,Dormant,John Ramirez,34,Brettshire,Savings,2024-04-05
T0733,A056,2026-02-02 00:10:47,79807,Credit,Morton Group,North Nathanfurt,0,True,,False,,False,True,C056,139993,Active,Daniel White,65,Rhondamouth,Savings,2025-07-03
T0269,A056,2026-02-11 07:39:41,84536,Credit,Dougherty-Lee,Port Marymouth,0,True,804534.0,False,North Nathanfurt,False,True,C056,139993,Active,Daniel White,65,Rhondamouth,Savings,2025-07-03
T0721,A056,2026-04-06 23:07:43,45999,Credit,Chambers Inc,North Andrew,0,False,4721282.0,False,Port Marymouth,False,False,C056,139993,Active,Daniel White,65,Rhondamouth,Savings,2025-07-03
T0947,A057,2026-01-21 06:11:45,34496,Debit,"Miller, Cisneros and Ellis",East David,0,False,,False,,False,False,C057,47086,Active,Donna Mata,65,Lake Ryanshire,Savings,2025-07-17
T0839,A057,2026-02-01 06:09:19,29691,Credit,Stephens-Park,North Jason,0,False,950254.0,False,East David,False,False,C057,47086,Active,Donna Mata,65,Lake Ryanshire,Savings,2025-07-17
T0108,A057,2026-03-02 07:51:31,23065,Credit,Carrillo-Diaz,Port Laurachester,0,False,2511732.0,False,North Jason,False,False,C057,47086,Active,Donna Mata,65,Lake Ryanshire,Savings,2025-07-17
T0658,A057,2026-03-20 22:12:39,33827,Debit,"Moore, Rubio and Johnson",Danielburgh,0,False,1606868.0,False,Port Laurachester,False,False,C057,47086,Active,Donna Mata,65,Lake Ryanshire,Savings,2025-07-17
T0663,A057,2026-03-25 00:12:45,52410,Credit,Stanley Group,Torresmouth,0,True,352806.0,False,Danielburgh,False,True,C057,47086,Active,Donna Mata,65,Lake Ryanshire,Savings,2025-07-17
T0294,A058,2026-01-13 06:14:09,35225,Debit,Mills Group,Chavezchester,0,False,,False,,False,False,C058,183594,Active,Kenneth Medina,39,South Robert,Savings,2021-11-25
T0874,A058,2026-02-02 01:39:46,99104,Debit,Nichols-Klein,Staceyton,1,True,1711537.0,False,Chavezchester,False,True,C058,183594,Active,Kenneth Medina,39,South Robert,Savings,2021-11-25
T0708,A058,2026-02-05 14:47:20,17075,Credit,Cole-Lee,Johnsonville,0,False,306454.0,False,Staceyton,False,False,C058,183594,Active,Kenneth Medina,39,South Robert,Savings,2021-11-25
T0425,A058,2026-02-17 15:59:47,28181,Credit,"Martinez, Coleman and Clayton",Shawnton,0,False,1041147.0,False,Johnsonville,False,False,C058,183594,Active,Kenneth Medina,39,South Robert,Savings,2021-11-25
T0697,A058,2026-03-16 05:44:27,74393,Debit,Lewis-Reyes,Savageland,0,True,2295880.0,False,Shawnton,False,True,C058,183594,Active,Kenneth Medina,39,South Robert,Savings,2021-11-25
T0834,A058,2026-04-05 11:06:43,41004,Credit,"Bell, Peterson and Price",South Jackport,0,False,1747336.0,False,Savageland,False,False,C058,183594,Active,Kenneth Medina,39,South Robert,Savings,2021-11-25
T0832,A059,2026-01-09 23:57:55,20835,Credit,Jones-Lewis,Ashleyton,0,False,,False,,False,False,C059,193349,Blocked,Angela Moore,34,East Wayne,Current,2025-05-27
T0417,A059,2026-01-25 15:07:19,96471,Debit,"Singh, Perry and Sandoval",Conwaychester,0,True,1350564.0,False,Ashleyton,False,True,C059,193349,Blocked,Angela Moore,34,East Wayne,Current,2025-05-27
T0477,A059,2026-01-27 09:35:49,30548,Credit,Walker PLC,East Stacy,0,False,152910.0,False,Conwaychester,False,False,C059,193349,Blocked,Angela Moore,34,East Wayne,Current,2025-05-27
T0929,A059,2026-02-13 14:22:19,22834,Credit,Walker PLC,Lake Brianbury,0,False,1485990.0,False,East Stacy,False,False,C059,193349,Blocked,Angela Moore,34,East Wayne,Current,2025-05-27
T0769,A059,2026-03-08 07:49:11,25622,Credit,Williams-Walton,Port Aaron,0,False,1963612.0,False,Lake Brianbury,False,False,C059,193349,Blocked,Angela Moore,34,East Wayne,Current,2025-05-27
T0746,A059,2026-04-15 11:19:55,22787,Credit,Collins-Barber,East Josephfurt,0,False,3295844.0,False,Port Aaron,False,False,C059,193349,Blocked,Angela Moore,34,East Wayne,Current,2025-05-27
T0421,A060,2026-01-06 23:50:15,65031,Credit,Barron-Wilson,New Bethberg,0,True,,False,,False,True,C060,159366,Active,Kevin Sutton,36,Thompsonhaven,Current,2021-05-19
T0172,A060,2026-01-09 03:07:35,59618,Debit,Chen Group,West Danielmouth,1,True,184640.0,False,New Bethberg,False,True,C060,159366,Active,Kevin Sutton,36,Thompsonhaven,Current,2021-05-19
T0264,A060,2026-02-08 14:48:16,99783,Credit,Carter Inc,Port Daniel,1,True,2634041.0,False,West Danielmouth,False,True,C060,159366,Active,Kevin Sutton,36,Thompsonhaven,Current,2021-05-19
T0339,A060,2026-04-08 16:21:04,26304,Credit,"Smith, Rodriguez and Robinson",Port Pennyside,0,False,5103168.0,False,Port Daniel,False,False,C060,159366,Active,Kevin Sutton,36,Thompsonhaven,Current,2021-05-19
T0561,A060,2026-04-19 14:15:48,85130,Credit,"Ortiz, Parrish and Sanders",Chapmanfort,0,True,942884.0,False,Port Pennyside,False,True,C060,159366,Active,Kevin Sutton,36,Thompsonhaven,Current,2021-05-19
T0862,A060,2026-04-21 18:39:19,6755,Debit,Anderson Ltd,Edgarland,0,False,188611.0,False,Chapmanfort,False,False,C060,159366,Active,Kevin Sutton,36,Thompsonhaven,Current,2021-05-19
T0178,A061,2026-01-27 04:54:48,60425,Credit,Campbell-Brown,West Rebeccatown,0,True,,False,,False,True,C061,194090,Blocked,Shelia Price,37,Port Alexander,Savings,2021-08-23
T0632,A061,2026-02-10 16:02:44,31795,Credit,"Petersen, Clark and French",Port Maureenside,0,False,1249676.0,False,West Rebeccatown,False,False,C061,194090,Blocked,Shelia Price,37,Port Alexander,Savings,2021-08-23
T0197,A061,2026-02-17 05:29:15,13358,Debit,"King, Thompson and Melendez",New Michaelhaven,0,False,566791.0,False,Port Maureenside,False,False,C061,194090,Blocked,Shelia Price,37,Port Alexander,Savings,2021-08-23
T0885,A061,2026-02-19 07:31:23,65398,Debit,Smith Inc,West Wesley,1,True,180128.0,False,New Michaelhaven,False,True,C061,194090,Blocked,Shelia Price,37,Port Alexander,Savings,2021-08-23
T0835,A061,2026-03-23 22:05:23,60326,Credit,Scott-Bean,Hallport,0,True,2817240.0,False,West Wesley,False,True,C061,194090,Blocked,Shelia Price,37,Port Alexander,Savings,2021-08-23
T0036,A061,2026-04-03 23:17:34,79970,Debit,Turner-Davis,East Pamelaland,1,True,954731.0,False,Hallport,False,True,C061,194090,Blocked,Shelia Price,37,Port Alexander,Savings,2021-08-23
T0455,A061,2026-04-09 13:14:22,35420,Debit,"Sparks, Beck and Lynch",North Kennethton,0,False,482208.0,False,East Pamelaland,False,False,C061,194090,Blocked,Shelia Price,37,Port Alexander,Savings,2021-08-23
T0485,A061,2026-04-14 04:05:33,74864,Debit,Gonzales-Cole,Donaldchester,0,True,399071.0,False,North Kennethton,False,True,C061,194090,Blocked,Shelia Price,37,Port Alexander,Savings,2021-08-23
T0444,A062,2026-01-06 19:12:55,72144,Credit,Morris Inc,Port Renee,0,True,,False,,False,True,C062,65502,Active,Steven Adams,56,East Carl,Savings,2025-04-16
T0734,A062,2026-02-11 22:32:13,66581,Credit,"Simmons, Andrade and Gordon",Denisefort,0,True,3122358.0,False,Port Renee,False,True,C062,65502,Active,Steven Adams,56,East Carl,Savings,2025-04-16
T0478,A062,2026-02-28 20:36:33,21836,Debit,Webster LLC,East Lynn,0,False,1461860.0,False,Denisefort,False,False,C062,65502,Active,Steven Adams,56,East Carl,Savings,2025-04-16
T0981,A062,2026-04-19 18:14:14,7231,Debit,Perry LLC,Lisaport,0,False,4311461.0,False,East Lynn,False,False,C062,65502,Active,Steven Adams,56,East Carl,Savings,2025-04-16
T0715,A063,2026-02-28 03:51:26,9489,Debit,"Potter, Kennedy and Mitchell",South Andreastad,0,False,,False,,False,False,C063,86710,Dormant,James Smith,21,Smithborough,Current,2021-05-21
T0737,A063,2026-04-17 13:36:29,88481,Credit,"Mendoza, Ingram and Hardy",Suzannestad,0,True,4182303.0,False,South Andreastad,False,True,C063,86710,Dormant,James Smith,21,Smithborough,Current,2021-05-21
T0162,A064,2026-01-03 15:18:39,64947,Debit,"Buck, Neal and Hensley",Johnsonhaven,0,True,,False,,False,True,C064,14915,Dormant,Shaun Mills,59,Sandrastad,Current,2025-04-01
T0696,A064,2026-02-07 11:01:48,54230,Credit,Potter PLC,North Nicholasshire,1,True,3008589.0,False,Johnsonhaven,False,True,C064,14915,Dormant,Shaun Mills,59,Sandrastad,Current,2025-04-01
T0459,A064,2026-03-27 19:02:05,85372,Credit,"Tapia, Fisher and Sampson",Hortonport,1,True,4176017.0,False,North Nicholasshire,False,True,C064,14915,Dormant,Shaun Mills,59,Sandrastad,Current,2025-04-01
T0864,A064,2026-03-31 08:47:15,3840,Credit,"Downs, Rice and Stanley",North Ginaville,0,False,308710.0,False,Hortonport,False,False,C064,14915,Dormant,Shaun Mills,59,Sandrastad,Current,2025-04-01
T0991,A064,2026-04-06 14:12:31,98961,Debit,"Phillips, Sanders and Francis",Theresahaven,1,True,537916.0,False,North Ginaville,False,True,C064,14915,Dormant,Shaun Mills,59,Sandrastad,Current,2025-04-01
T0160,A065,2026-02-27 05:36:04,75071,Debit,"Juarez, Webb and Johnson",West Warren,1,True,,False,,False,True,C065,111986,Active,Amy Parker,51,Shawside,Savings,2021-05-13
T0880,A065,2026-02-28 12:45:06,57455,Credit,Blake-Camacho,Morganmouth,0,True,112142.0,False,West Warren,False,True,C065,111986,Active,Amy Parker,51,Shawside,Savings,2021-05-13
T0158,A065,2026-03-20 13:36:05,35381,Debit,Stuart Group,Port Michaelstad,0,False,1731059.0,False,Morganmouth,False,False,C065,111986,Active,Amy Parker,51,Shawside,Savings,2021-05-13
T0964,A065,2026-03-27 07:37:20,71242,Debit,Sullivan-Stephenson,Hensleyland,0,True,583275.0,False,Port Michaelstad,False,True,C065,111986,Active,Amy Parker,51,Shawside,Savings,2021-05-13
T0679,A065,2026-04-01 01:22:43,10842,Debit,"Moran, Mitchell and Howard",Anthonyshire,0,False,409523.0,False,Hensleyland,False,False,C065,111986,Active,Amy Parker,51,Shawside,Savings,2021-05-13
T0718,A066,2026-02-04 21:25:15,27740,Credit,Myers-Cruz,Vincentport,0,False,,False,,False,False,C066,96735,Dormant,Erin Bennett,25,North Richard,Current,2026-03-11
T0481,A066,2026-02-10 07:05:24,18037,Debit,"Brooks, Garza and Sanchez",Hollowayport,0,False,466809.0,False,Vincentport,False,False,C066,96735,Dormant,Erin Bennett,25,North Richard,Current,2026-03-11
T0988,A066,2026-02-25 03:34:37,91637,Credit,Evans Group,Charlesberg,0,True,1283353.0,False,Hollowayport,False,True,C066,96735,Dormant,Erin Bennett,25,North Richard,Current,2026-03-11
T0466,A066,2026-02-26 14:47:22,98667,Debit,Freeman-Khan,Angelaside,1,True,126765.0,False,Charlesberg,False,True,C066,96735,Dormant,Erin Bennett,25,North Richard,Current,2026-03-11
T0156,A066,2026-03-07 18:41:19,10962,Debit,Anderson-Mendoza,Lewisport,0,False,791637.0,False,Angelaside,False,False,C066,96735,Dormant,Erin Bennett,25,North Richard,Current,2026-03-11
T0884,A066,2026-04-15 08:29:21,59172,Debit,"Ford, Horne and Newton",West Robintown,0,True,3332882.0,False,Lewisport,False,True,C066,96735,Dormant,Erin Bennett,25,North Richard,Current,2026-03-11
T0505,A067,2026-03-05 07:46:48,24620,Debit,Walker-Nolan,Stanleystad,0,False,,False,,False,False,C067,32913,Active,Kristina Grant,59,West Matthew,Current,2022-09-23
T0827,A067,2026-03-17 17:29:27,61018,Debit,Frank LLC,New Juliemouth,0,True,1071759.0,False,Stanleystad,False,True,C067,32913,Active,Kristina Grant,59,West Matthew,Current,2022-09-23
T0887,A067,2026-04-01 05:18:20,34863,Debit,Lynch-Bradley,Edwardsberg,0,False,1252133.0,False,New Juliemouth,False,False,C067,32913,Active,Kristina Grant,59,West Matthew,Current,2022-09-23
T0803,A068,2026-02-03 12:13:43,64005,Credit,Fisher Group,Snydershire,0,True,,False,,False,True,C068,33883,Dormant,Robert Baker,37,New Amanda,Savings,2021-09-07
T0163,A068,2026-03-06 09:26:25,57666,Debit,Snyder Inc,West Jenny,0,True,2668362.0,False,Snydershire,False,True,C068,33883,Dormant,Robert Baker,37,New Amanda,Savings,2021-09-07
T0467,A068,2026-03-27 11:34:24,68513,Credit,Parker-Bell,Jodyview,0,True,1822079.0,False,West Jenny,False,True,C068,33883,Dormant,Robert Baker,37,New Amanda,Savings,2021-09-07
T0050,A069,2026-01-01 00:04:04,74313,Credit,"Chavez, Miller and Li",South Donna,0,True,,False,,False,True,C069,153075,Blocked,Reginald Jacobson,27,South Kristin,Current,2021-12-21
T0185,A069,2026-01-22 14:41:45,71036,Debit,Nguyen-Mendoza,Laurenville,1,True,1867061.0,False,South Donna,False,True,C069,153075,Blocked,Reginald Jacobson,27,South Kristin,Current,2021-12-21
T0250,A069,2026-02-01 14:41:30,29983,Debit,"Gibson, Roberts and Lambert",Grantchester,0,False,863985.0,False,Laurenville,False,False,C069,153075,Blocked,Reginald Jacobson,27,South Kristin,Current,2021-12-21
T0932,A069,2026-02-24 15:22:54,29308,Debit,Bennett-Little,North Julie,0,False,1989684.0,False,Grantchester,False,False,C069,153075,Blocked,Reginald Jacobson,27,South Kristin,Current,2021-12-21
T0255,A069,2026-03-01 04:33:47,81212,Debit,Campbell-Escobar,Tyronestad,0,True,393053.0,False,North Julie,False,True,C069,153075,Blocked,Reginald Jacobson,27,South Kristin,Current,2021-12-21
T0711,A069,2026-03-03 03:46:57,40432,Credit,Powell-Sandoval,Amyside,0,False,169990.0,False,Tyronestad,False,False,C069,153075,Blocked,Reginald Jacobson,27,South Kristin,Current,2021-12-21
T0190,A069,2026-03-23 18:31:30,67226,Debit,Fernandez-Malone,Denisemouth,0,True,1781073.0,False,Amyside,False,True,C069,153075,Blocked,Reginald Jacobson,27,South Kristin,Current,2021-12-21
T0349,A069,2026-04-21 20:01:51,21978,Debit,"Burton, Robinson and Owens",Amberhaven,0,False,2511021.0,False,Denisemouth,False,False,C069,153075,Blocked,Reginald Jacobson,27,South Kristin,Current,2021-12-21
T0716,A070,2026-01-06 11:23:59,3563,Credit,Boone LLC,North Brian,0,False,,False,,False,False,C070,124501,Blocked,Jose Kennedy,54,Stephaniechester,Savings,2022-05-05
T0031,A070,2026-01-12 17:16:10,50247,Debit,"Graham, Cabrera and Matthews",Lake Stephaniechester,0,True,539531.0,False,North Brian,False,True,C070,124501,Blocked,Jose Kennedy,54,Stephaniechester,Savings,2022-05-05
T0351,A070,2026-02-02 01:46:41,7424,Credit,Butler LLC,South Michael,0,False,1758631.0,False,Lake Stephaniechester,False,False,C070,124501,Blocked,Jose Kennedy,54,Stephaniechester,Savings,2022-05-05
T0919,A070,2026-02-02 16:48:13,38678,Debit,Dalton Inc,Janetmouth,0,False,54092.0,False,South Michael,False,False,C070,124501,Blocked,Jose Kennedy,54,Stephaniechester,Savings,2022-05-05
T0875,A070,2026-02-20 14:11:18,53027,Credit,Kelly-Rodriguez,Hopkinsland,0,True,1545785.0,False,Janetmouth,False,True,C070,124501,Blocked,Jose Kennedy,54,Stephaniechester,Savings,2022-05-05
T0888,A070,2026-04-22 03:31:17,58241,Debit,"Hernandez, Huang and Ross",South Stevenbury,0,True,5231999.0,False,Hopkinsland,False,True,C070,124501,Blocked,Jose Kennedy,54,Stephaniechester,Savings,2022-05-05
T0382,A071,2026-02-05 13:32:12,68336,Debit,Whitehead-Hernandez,East Lisa,1,True,,False,,False,True,C071,117678,Active,Angela Brown,33,Tarabury,Current,2021-05-26
T0773,A071,2026-03-30 06:04:12,50343,Debit,"Rowe, Jackson and Cannon",South Anthony,0,True,4552320.0,False,East Lisa,False,True,C071,117678,Active,Angela Brown,33,Tarabury,Current,2021-05-26
T0412,A071,2026-04-21 09:33:07,12691,Credit,"Lawrence, Buck and Phillips",West Brooke,0,False,1913335.0,False,South Anthony,False,False,C071,117678,Active,Angela Brown,33,Tarabury,Current,2021-05-26
T0641,A072,2026-01-10 01:32:33,75619,Credit,"Sanford, May and Wright",North Brendafurt,0,True,,False,,False,True,C072,117833,Active,Anthony Martinez,43,East Margaret,Current,2023-04-07
T0938,A072,2026-01-12 00:23:34,55524,Debit,Thompson-Smith,Richardsonchester,1,True,168661.0,False,North Brendafurt,False,True,C072,117833,Active,Anthony Martinez,43,East Margaret,Current,2023-04-07
T0066,A072,2026-01-26 00:13:18,30379,Debit,Osborne-Munoz,Port Brent,0,False,1208984.0,False,Richardsonchester,False,False,C072,117833,Active,Anthony Martinez,43,East Margaret,Current,2023-04-07
T0504,A072,2026-02-24 09:54:30,71982,Credit,Harris and Sons,South Madisonborough,0,True,2540472.0,False,Port Brent,False,True,C072,117833,Active,Anthony Martinez,43,East Margaret,Current,2023-04-07
T0295,A072,2026-04-04 16:07:40,70203,Debit,Campbell Ltd,New Danielleshire,0,True,3391990.0,False,South Madisonborough,False,True,C072,117833,Active,Anthony Martinez,43,East Margaret,Current,2023-04-07
T0161,A073,2026-01-13 02:24:28,53923,Credit,Graham Inc,Lake Wendyland,0,True,,False,,False,True,C073,182067,Dormant,Nicole Rodriguez,58,East Dawntown,Savings,2022-05-15
T0553,A073,2026-01-30 12:22:54,12378,Debit,Schmidt-Morales,Hernandezchester,0,False,1504706.0,False,Lake Wendyland,False,False,C073,182067,Dormant,Nicole Rodriguez,58,East Dawntown,Savings,2022-05-15
T0901,A073,2026-02-14 08:16:11,87029,Credit,"King, Blake and Bond",West Jenniferbury,1,True,1281197.0,False,Hernandezchester,False,True,C073,182067,Dormant,Nicole Rodriguez,58,East Dawntown,Savings,2022-05-15
T0073,A073,2026-04-20 22:14:55,58136,Debit,"Morrow, Morales and Pope",Wellsport,0,True,5666324.0,False,West Jenniferbury,False,True,C073,182067,Dormant,Nicole Rodriguez,58,East Dawntown,Savings,2022-05-15
T0051,A073,2026-04-21 13:36:17,48700,Debit,Aguirre-Williams,New Dawnside,0,False,55282.0,False,Wellsport,False,False,C073,182067,Dormant,Nicole Rodriguez,58,East Dawntown,Savings,2022-05-15
T0859,A074,2026-01-15 11:39:32,38505,Credit,Perry Group,South Ashleyton,0,False,,False,,False,False,C074,73634,Dormant,Natasha Webster,54,West Erikfurt,Savings,2023-01-31
T0753,A074,2026-01-28 03:10:06,45657,Credit,Valenzuela Group,North Timothymouth,0,False,1092634.0,False,South Ashleyton,False,False,C074,73634,Dormant,Natasha Webster,54,West Erikfurt,Savings,2023-01-31
T0703,A074,2026-02-14 21:27:13,95505,Debit,"Nguyen, Nichols and Petersen",Charlottebury,0,True,1534627.0,False,North Timothymouth,False,True,C074,73634,Dormant,Natasha Webster,54,West Erikfurt,Savings,2023-01-31
T0960,A074,2026-04-13 00:49:00,58114,Debit,Blair-Greene,Lake Jennachester,0,True,4936907.0,False,Charlottebury,False,True,C074,73634,Dormant,Natasha Webster,54,West Erikfurt,Savings,2023-01-31
T0091,A075,2026-01-22 03:27:25,25002,Debit,Martinez-Pierce,Susanchester,0,False,,False,,False,False,C075,62120,Dormant,Keith Wolfe,22,South Danielbury,Current,2022-03-14
T0189,A075,2026-02-08 22:42:50,45132,Credit,Velasquez-Miller,Lopezchester,0,False,1538125.0,False,Susanchester,False,False,C075,62120,Dormant,Keith Wolfe,22,South Danielbury,Current,2022-03-14
T0624,A075,2026-02-17 13:37:25,74785,Debit,Olson-Keller,New Thomas,0,True,744875.0,False,Lopezchester,False,True,C075,62120,Dormant,Keith Wolfe,22,South Danielbury,Current,2022-03-14
T0257,A075,2026-03-18 12:45:51,13810,Credit,Torres-Marquez,Jenningsmouth,0,False,2502506.0,False,New Thomas,False,False,C075,62120,Dormant,Keith Wolfe,22,South Danielbury,Current,2022-03-14
T0565,A076,2026-02-05 15:20:40,60562,Credit,Smith Inc,Lake Anthonyhaven,0,True,,False,,False,True,C076,33466,Active,Jon Perez,59,Randallburgh,Current,2024-05-12
T0853,A076,2026-02-11 22:10:55,654,Debit,Graham-Lamb,Robertfurt,0,False,543015.0,False,Lake Anthonyhaven,False,False,C076,33466,Active,Jon Perez,59,Randallburgh,Current,2024-05-12
T0576,A076,2026-03-17 06:53:12,49897,Debit,Alvarado Inc,Kristenmouth,0,False,2882537.0,False,Robertfurt,False,False,C076,33466,Active,Jon Perez,59,Randallburgh,Current,2024-05-12
T0837,A077,2026-01-09 05:58:26,73532,Debit,Jacobs-Mueller,Chrismouth,0,True,,False,,False,True,C077,131047,Dormant,Peggy Dickson MD,37,North Stephanie,Current,2022-04-01
T0181,A077,2026-01-11 07:06:26,14580,Credit,Johnson Inc,Meghanview,0,False,176880.0,False,Chrismouth,False,False,C077,131047,Dormant,Peggy Dickson MD,37,North Stephanie,Current,2022-04-01
T0222,A077,2026-01-22 17:52:06,8455,Credit,Ray-Mitchell,Port Chad,0,False,989140.0,False,Meghanview,False,False,C077,131047,Dormant,Peggy Dickson MD,37,North Stephanie,Current,2022-04-01
T0040,A077,2026-02-05 11:16:28,75676,Credit,"Harris, Matthews and Walker",Lake Jonathan,0,True,1185862.0,False,Port Chad,False,True,C077,131047,Dormant,Peggy Dickson MD,37,North Stephanie,Current,2022-04-01
T0550,A077,2026-03-12 21:42:38,19362,Credit,"Villegas, Baker and Perry",Carolinebury,0,False,3061570.0,False,Lake Jonathan,False,False,C077,131047,Dormant,Peggy Dickson MD,37,North Stephanie,Current,2022-04-01
T0298,A077,2026-03-29 17:46:48,12897,Credit,"Kaufman, Hall and Lewis",Gutierrezton,0,False,1454650.0,False,Carolinebury,False,False,C077,131047,Dormant,Peggy Dickson MD,37,North Stephanie,Current,2022-04-01
T0434,A077,2026-04-02 15:05:15,19965,Credit,Kim-Holden,Carterberg,0,False,335907.0,False,Gutierrezton,False,False,C077,131047,Dormant,Peggy Dickson MD,37,North Stephanie,Current,2022-04-01
T0912,A077,2026-04-06 05:44:07,73167,Credit,"Nelson, Duran and Saunders",South Keith,0,True,311932.0,False,Carterberg,False,True,C077,131047,Dormant,Peggy Dickson MD,37,North Stephanie,Current,2022-04-01
